docker exec demoattach jcmd 1 GC.class_histogram
1:
 num     #instances         #bytes  class name (module)
1026:             1             16  jdk.internal.module.Modules$$Lambda$192/0x00000001001cd040 (java.base@11.0.8)
1027:             1             16  jdk.internal.perf.Perf (java.base@11.0.8)
1028:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor1 (java.base@11.0.8)
1029:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor10 (java.base@11.0.8)
1030:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor11 (java.base@11.0.8)
1031:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor12 (java.base@11.0.8)
1032:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor2 (java.base@11.0.8)
1033:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor3 (java.base@11.0.8)
1034:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor4 (java.base@11.0.8)
1035:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor5 (java.base@11.0.8)
1036:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor6 (java.base@11.0.8)
1037:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor7 (java.base@11.0.8)
1038:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor8 (java.base@11.0.8)
1039:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor9 (java.base@11.0.8)
1040:             1             16  jdk.internal.reflect.GeneratedMethodAccessor1 (java.base@11.0.8)
1041:             1             16  jdk.internal.reflect.GeneratedMethodAccessor2 (java.base@11.0.8)
1042:             1             16  jdk.internal.reflect.GeneratedMethodAccessor3 (java.base@11.0.8)
1043:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor1 (java.base@11.0.8)
1044:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor2 (java.base@11.0.8)
1045:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor3
1046:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor4 (java.base@11.0.8)
1047:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor5 (java.base@11.0.8)
1048:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor6
1049:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor7 (java.base@11.0.8)
1050:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor8 (java.base@11.0.8)
1051:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@11.0.8)
1052:             1             16  jdk.internal.util.Preconditions$1 (java.base@11.0.8)
1053:             1             16  jdk.jfr.FlightRecorder (jdk.jfr@11.0.8)
1054:             1             16  jdk.jfr.FlightRecorderPermission$InternalAccess (jdk.jfr@11.0.8)
1055:             1             16  jdk.jfr.Recording (jdk.jfr@11.0.8)
1056:             1             16  jdk.jfr.events.FileForceEvent$1 (jdk.jfr@11.0.8)
1057:             1             16  jdk.jfr.events.FileReadEvent$1 (jdk.jfr@11.0.8)
1058:             1             16  jdk.jfr.events.FileWriteEvent$1 (jdk.jfr@11.0.8)
1059:             1             16  jdk.jfr.events.SocketReadEvent$1 (jdk.jfr@11.0.8)
1060:             1             16  jdk.jfr.events.SocketWriteEvent$1 (jdk.jfr@11.0.8)
1061:             1             16  jdk.jfr.internal.JVM (jdk.jfr@11.0.8)
1062:             1             16  jdk.jfr.internal.MetadataHandler$$Lambda$128/0x0000000100171440 (jdk.jfr@11.0.8)
1063:             1             16  jdk.jfr.internal.PlatformRecorder$$Lambda$139/0x00000001001ae840 (jdk.jfr@11.0.8)
1064:             1             16  jdk.jfr.internal.RepositoryChunk$1 (jdk.jfr@11.0.8)
1065:             1             16  jdk.jfr.internal.RequestEngine$$Lambda$149/0x00000001001c1840 (jdk.jfr@11.0.8)
1066:             1             16  jdk.jfr.internal.SecuritySupport$$Lambda$103/0x0000000100177c40 (jdk.jfr@11.0.8)
1067:             1             16  jdk.jfr.internal.SettingsManager (jdk.jfr@11.0.8)
1068:             1             16  jdk.jfr.internal.ShutdownHook$ExceptionHandler (jdk.jfr@11.0.8)
1069:             1             16  jdk.jfr.internal.TypeLibrary (jdk.jfr@11.0.8)
1070:             1             16  jdk.jfr.internal.TypeLibrary$$Lambda$129/0x00000001001a8c40 (jdk.jfr@11.0.8)
1071:             1             16  jdk.jfr.internal.TypeLibrary$$Lambda$130/0x00000001001a9040 (jdk.jfr@11.0.8)
1072:             1             16  jdk.jfr.internal.TypeLibrary$$Lambda$131/0x00000001001a9440 (jdk.jfr@11.0.8)
1073:             1             16  jdk.jfr.internal.TypeLibrary$$Lambda$136/0x00000001001acc40 (jdk.jfr@11.0.8)
1074:             1             16  jdk.jfr.internal.TypeLibrary$$Lambda$137/0x00000001001ad040 (jdk.jfr@11.0.8)
1075:             1             16  jdk.jfr.internal.instrument.JDKEvents$$Lambda$121/0x0000000100172840 (jdk.jfr@11.0.8)
1076:             1             16  jdk.management.jfr.SettingDescriptorInfo$1 (jdk.management.jfr@11.0.8)
1077:             1             16  sun.jvmstat.PlatformSupportImpl (jdk.internal.jvmstat@11.0.8)
1078:             1             16  sun.jvmstat.monitor.HostIdentifier (jdk.internal.jvmstat@11.0.8)
1079:             1             16  sun.jvmstat.perfdata.monitor.protocol.file.MonitoredHostFileService (jdk.internal.jvmstat@11.0.8)
1080:             1             16  sun.jvmstat.perfdata.monitor.protocol.local.LocalVmManager$1 (jdk.internal.jvmstat@11.0.8)
1081:             1             16  sun.jvmstat.perfdata.monitor.protocol.local.LocalVmManager$2 (jdk.internal.jvmstat@11.0.8)
1082:             1             16  sun.jvmstat.perfdata.monitor.protocol.local.LocalVmManager$3 (jdk.internal.jvmstat@11.0.8)
1083:             1             16  sun.jvmstat.perfdata.monitor.protocol.local.MonitoredHostLocalService (jdk.internal.jvmstat@11.0.8)
1084:             1             16  sun.jvmstat.perfdata.monitor.protocol.rmi.MonitoredHostRmiService (jdk.jstatd@11.0.8)
1085:             1             16  sun.management.ClassLoadingImpl (java.management@11.0.8)
1086:             1             16  sun.management.jmxremote.ConnectorBootstrap$PermanentExporter (jdk.management.agent@11.0.8)
1087:             1             16  sun.management.jmxremote.LocalRMIServerSocketFactory (jdk.management.agent@11.0.8)
1088:             1             16  sun.net.ext.ExtendedSocketOptions$NoExtendedSocketOptions (java.base@11.0.8)
1089:             1             16  sun.net.spi.DefaultProxySelector (java.base@11.0.8)
1090:             1             16  sun.net.www.protocol.file.Handler (java.base@11.0.8)
1091:             1             16  sun.net.www.protocol.jrt.Handler (java.base@11.0.8)
1092:             1             16  sun.net.www.protocol.jrt.JavaRuntimeURLConnection$$Lambda$13/0x0000000100063840 (java.base@11.0.8)
1093:             1             16  sun.nio.ch.FileChannelImpl$1 (java.base@11.0.8)
1094:             1             16  sun.nio.ch.SocketDispatcher (java.base@11.0.8)
1095:             1             16  sun.nio.ch.Util$1 (java.base@11.0.8)
1096:             1             16  sun.nio.fs.LinuxFileSystemProvider (java.base@11.0.8)
1097:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@11.0.8)
1098:             1             16  sun.reflect.generics.tree.LongSignature (java.base@11.0.8)
1099:             1             16  sun.reflect.generics.tree.TypeVariableSignature (java.base@11.0.8)
1100:             1             16  sun.reflect.generics.tree.VoidDescriptor (java.base@11.0.8)
1101:             1             16  sun.rmi.registry.RegistryImpl$$Lambda$63/0x00000001000f4840 (java.rmi@11.0.8)
1102:             1             16  sun.rmi.registry.RegistryImpl$$Lambda$64/0x00000001000f4c40 (java.rmi@11.0.8)
1103:             1             16  sun.rmi.registry.RegistryImpl_Skel (java.rmi@11.0.8)
1104:             1             16  sun.rmi.registry.RegistryImpl_Stub (java.rmi@11.0.8)
1105:             1             16  sun.rmi.runtime.Log$$Lambda$27/0x00000001000ae040 (java.rmi@11.0.8)
1106:             1             16  sun.rmi.runtime.Log$LoggerLogFactory (java.rmi@11.0.8)
1107:             1             16  sun.rmi.runtime.RuntimeUtil (java.rmi@11.0.8)
1108:             1             16  sun.rmi.runtime.RuntimeUtil$$Lambda$57/0x00000001000f0c40 (java.rmi@11.0.8)
1109:             1             16  sun.rmi.server.LoaderHandler$$Lambda$66/0x000000010010f040 (java.rmi@11.0.8)
1110:             1             16  sun.rmi.server.LoaderHandler$$Lambda$67/0x000000010010f440 (java.rmi@11.0.8)
1111:             1             16  sun.rmi.server.MarshalInputStream$$Lambda$71/0x000000010010c840 (java.rmi@11.0.8)
1112:             1             16  sun.rmi.server.UnicastRef$$Lambda$36/0x00000001000c8c40 (java.rmi@11.0.8)
1113:             1             16  sun.rmi.server.UnicastRef2 (java.rmi@11.0.8)
1114:             1             16  sun.rmi.server.UnicastServerRef$$Lambda$37/0x00000001000c9040 (java.rmi@11.0.8)
1115:             1             16  sun.rmi.server.UnicastServerRef$$Lambda$38/0x00000001000c9440 (java.rmi@11.0.8)
1116:             1             16  sun.rmi.server.UnicastServerRef$$Lambda$39/0x00000001000c9840 (java.rmi@11.0.8)
1117:             1             16  sun.rmi.server.UnicastServerRef$HashToMethod_Maps (java.rmi@11.0.8)
1118:             1             16  sun.rmi.server.Util$$Lambda$26/0x00000001000aec40 (java.rmi@11.0.8)
1119:             1             16  sun.rmi.server.Util$$Lambda$35/0x00000001000c8840 (java.rmi@11.0.8)
1120:             1             16  sun.rmi.transport.DGCAckHandler$$Lambda$68/0x000000010010e040 (java.rmi@11.0.8)
1121:             1             16  sun.rmi.transport.DGCClient$$Lambda$91/0x000000010015b040 (java.rmi@11.0.8)
1122:             1             16  sun.rmi.transport.DGCClient$$Lambda$92/0x000000010015b440 (java.rmi@11.0.8)
1123:             1             16  sun.rmi.transport.DGCClient$$Lambda$93/0x000000010015b840 (java.rmi@11.0.8)
1124:             1             16  sun.rmi.transport.DGCClient$EndpointEntry$RenewCleanThread (java.rmi@11.0.8)
1125:             1             16  sun.rmi.transport.DGCImpl$$Lambda$54/0x00000001000f0040 (java.rmi@11.0.8)
1126:             1             16  sun.rmi.transport.DGCImpl$$Lambda$55/0x00000001000f0440 (java.rmi@11.0.8)
1127:             1             16  sun.rmi.transport.DGCImpl$$Lambda$56/0x00000001000f0840 (java.rmi@11.0.8)
1128:             1             16  sun.rmi.transport.DGCImpl$$Lambda$58/0x00000001000f1040 (java.rmi@11.0.8)
1129:             1             16  sun.rmi.transport.DGCImpl$2$$Lambda$59/0x00000001000f1440 (java.rmi@11.0.8)
1130:             1             16  sun.rmi.transport.DGCImpl_Skel (java.rmi@11.0.8)
1131:             1             16  sun.rmi.transport.GC$Daemon (java.rmi@11.0.8)
1132:             1             16  sun.rmi.transport.GC$LatencyLock (java.rmi@11.0.8)
1133:             1             16  sun.rmi.transport.ObjectTable$$Lambda$53/0x00000001000cc840 (java.rmi@11.0.8)
1134:             1             16  sun.rmi.transport.ObjectTable$Reaper (java.rmi@11.0.8)
1135:             1             16  sun.rmi.transport.Transport$$Lambda$42/0x00000001000cfc40 (java.rmi@11.0.8)
1136:             1             16  sun.rmi.transport.tcp.TCPChannel$$Lambda$60/0x00000001000f5c40 (java.rmi@11.0.8)
1137:             1             16  sun.rmi.transport.tcp.TCPChannel$$Lambda$61/0x00000001000f5040 (java.rmi@11.0.8)
1138:             1             16  sun.rmi.transport.tcp.TCPChannel$$Lambda$62/0x00000001000f5440 (java.rmi@11.0.8)
1139:             1             16  sun.rmi.transport.tcp.TCPDirectSocketFactory (java.rmi@11.0.8)
1140:             1             16  sun.rmi.transport.tcp.TCPEndpoint$$Lambda$41/0x00000001000cf840 (java.rmi@11.0.8)
1141:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda$43/0x00000001000cf040 (java.rmi@11.0.8)
1142:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda$44/0x00000001000cf440 (java.rmi@11.0.8)
1143:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda$45/0x00000001000ce840 (java.rmi@11.0.8)
1144:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda$46/0x00000001000cec40 (java.rmi@11.0.8)
1145:             1             16  sun.rmi.transport.tcp.TCPTransport$1 (java.rmi@11.0.8)
1146:             1             16  sun.security.provider.NativePRNG (java.base@11.0.8)
1147:             1             16  sun.util.calendar.Gregorian (java.base@11.0.8)
1148:             1             16  sun.util.cldr.CLDRBaseLocaleDataMetaInfo (java.base@11.0.8)
1149:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar (java.base@11.0.8)
1150:             1             16  sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter (java.base@11.0.8)
1151:             1             16  sun.util.logging.internal.LoggingProviderImpl (java.logging@11.0.8)
1152:             1             16  sun.util.resources.LocaleData$LocaleDataStrategy (java.base@11.0.8)
1153:             1             16  sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo (jdk.localedata@11.0.8)
Total        104088        4396744
